years_experience,education_level,job_role,performance_score,certifications_count,work_hours_per_week,salary
1.4,Bachelor's,Software Engineer,4.6,3,40.0,82695.92
13.2,PhD,Manager,1.4,5,34.9,171093.15
15.6,PhD,Data Scientist,1.7,5,52.5,167514.45
16.4,Bachelor's,HR,4.9,0,20.4,137419.67
10.1,Master's,Manager,3.0,2,32.4,143192.35
4.5,Master's,Manager,4.5,2,53.3,133048.7
14.9,Master's,Manager,4.6,2,54.9,176972.58
14.1,Master's,Software Engineer,5.0,2,47.7,162883.2
5.3,Master's,Manager,1.2,2,33.6,119510.76
18.1,Master's,Data Scientist,1.2,3,52.9,171086.17
2.5,Master's,Analyst,1.8,3,23.4,86470.85
19.7,Bachelor's,Manager,3.6,4,30.6,185160.78
17.3,Bachelor's,Data Scientist,2.0,5,23.7,164044.58
13.9,Bachelor's,Software Engineer,3.0,2,24.4,135797.33
18.8,Master's,Analyst,4.1,1,43.7,163350.25
14.6,Bachelor's,HR,1.7,3,22.9,117137.33
4.2,Master's,HR,2.1,3,47.2,87963.44
9.1,Bachelor's,Software Engineer,3.9,4,34.0,121445.85
1.9,Master's,Software Engineer,1.0,3,22.2,83226.3
8.1,Bachelor's,HR,4.0,0,31.4,99285.2
15.0,Master's,Software Engineer,3.7,5,36.0,155125.96
8.0,Master's,HR,1.5,3,34.7,99225.23
6.9,Bachelor's,Software Engineer,2.0,0,40.4,92599.03
12.1,Bachelor's,HR,1.1,4,40.1,109558.67
17.5,Master's,Data Scientist,3.3,0,34.4,172049.65
1.4,Bachelor's,Software Engineer,2.6,5,56.0,87040.42
8.0,PhD,HR,2.7,1,28.8,109352.77
3.6,PhD,Software Engineer,1.4,3,33.6,104337.19
14.1,Master's,HR,2.4,1,42.1,133171.52
2.6,Master's,HR,4.7,2,29.8,92220.24
13.5,Master's,Analyst,1.3,4,26.0,134996.0
6.1,Master's,Software Engineer,4.9,4,20.3,114366.16
4.4,PhD,Data Scientist,4.4,3,57.8,136835.24
18.8,Bachelor's,Manager,1.8,5,51.4,182749.59
0.9,Bachelor's,Manager,3.8,3,55.6,104856.53
9.0,Bachelor's,Software Engineer,1.4,4,21.6,106191.0
0.9,Master's,HR,1.6,3,22.9,65115.49
9.9,Bachelor's,HR,3.0,0,42.1,100401.41
10.3,PhD,Data Scientist,2.6,5,20.9,144985.91
6.8,Bachelor's,Software Engineer,4.3,5,30.9,115099.77
3.1,Master's,Manager,4.8,0,58.9,111615.77
7.8,Bachelor's,Data Scientist,4.8,5,34.3,121127.53
13.6,Bachelor's,Software Engineer,1.6,0,59.2,132720.58
15.8,Bachelor's,Software Engineer,3.7,4,24.7,153931.95
10.8,Bachelor's,Software Engineer,3.3,4,35.4,127004.66
12.0,Bachelor's,Analyst,2.5,5,20.2,120038.22
4.4,PhD,Data Scientist,5.0,1,43.7,131935.16
6.1,Bachelor's,Software Engineer,2.8,2,33.7,98803.02
3.7,Master's,Data Scientist,3.7,3,40.2,108104.3
5.4,Bachelor's,Manager,3.0,4,51.8,116738.51
4.9,Bachelor's,Software Engineer,1.4,1,42.0,90739.27
10.6,Master's,HR,1.6,2,46.6,113013.68
11.5,Bachelor's,Software Engineer,4.0,0,38.9,135175.44
18.9,PhD,Software Engineer,4.2,3,49.9,190203.13
4.3,Master's,Data Scientist,2.5,4,44.1,115615.94
13.0,Bachelor's,Data Scientist,1.3,1,54.6,132051.72
16.4,Master's,Analyst,4.8,0,50.2,155443.33
11.4,Bachelor's,Software Engineer,3.0,2,29.3,124430.97
5.5,Master's,Manager,1.5,5,41.0,126464.2
5.6,Master's,Data Scientist,1.8,1,55.0,115527.73
1.3,Master's,Analyst,1.2,2,54.4,77514.75
6.5,Bachelor's,HR,3.8,5,39.1,97036.57
15.0,Bachelor's,HR,3.8,4,32.6,137834.83
1.4,Master's,Analyst,3.4,5,28.4,82713.76
4.8,PhD,HR,3.2,1,27.8,102741.52
14.3,PhD,Software Engineer,2.5,3,25.8,158922.73
15.8,Bachelor's,Data Scientist,4.8,0,60.0,162894.9
9.4,Master's,Manager,4.2,1,46.5,146551.23
14.1,PhD,HR,4.6,4,32.6,156202.61
8.1,Bachelor's,Software Engineer,2.2,4,31.7,108940.54
3.6,Master's,Data Scientist,4.9,2,32.2,114793.64
8.3,Bachelor's,Software Engineer,1.7,2,54.9,114270.41
11.8,Bachelor's,Software Engineer,1.2,3,40.5,125525.74
19.0,Bachelor's,Data Scientist,2.3,4,30.9,169834.38
1.8,Master's,HR,1.8,4,51.9,85199.5
10.4,Master's,HR,3.1,4,50.0,126385.65
6.9,Master's,Software Engineer,2.4,0,38.7,119294.15
10.4,Bachelor's,Analyst,1.7,0,47.6,105667.51
1.0,Bachelor's,HR,4.4,4,49.5,74730.49
6.6,Master's,Software Engineer,3.0,0,22.0,110743.0
16.5,Master's,Manager,1.4,4,55.0,175448.71
11.3,Master's,Manager,1.3,2,31.5,143241.57
9.3,Bachelor's,Analyst,2.5,2,59.2,104576.8
6.1,Master's,Software Engineer,4.6,0,56.3,122923.82
6.3,PhD,Manager,3.0,2,20.8,135576.39
8.0,Master's,HR,1.6,5,44.8,107832.9
16.8,Master's,Software Engineer,2.0,2,58.6,158247.91
19.4,PhD,Analyst,1.2,3,42.6,167954.97
9.1,Master's,Analyst,4.3,3,44.6,125367.16
8.2,Master's,HR,4.8,4,57.2,116319.83
17.0,Master's,Manager,1.3,1,42.9,170458.62
8.8,Bachelor's,Manager,1.7,1,29.8,121271.03
11.3,Master's,Analyst,1.7,3,38.4,123565.96
5.0,Master's,Data Scientist,4.2,5,34.0,120780.29
15.0,Bachelor's,Analyst,4.4,4,26.7,133855.83
10.9,PhD,Analyst,2.7,3,28.6,137114.57
16.3,Master's,Software Engineer,4.9,2,22.4,153120.93
15.7,Bachelor's,HR,2.0,4,26.8,129866.39
4.7,Master's,Software Engineer,3.1,5,30.4,114739.53
14.5,Bachelor's,Analyst,5.0,4,50.3,143473.85
16.1,Master's,Software Engineer,4.3,1,34.6,155407.89
7.2,Bachelor's,Manager,2.9,1,47.6,126725.86
3.9,PhD,Analyst,1.4,1,59.8,94456.01
0.6,Master's,Manager,4.6,0,43.3,106112.67
9.3,Master's,Manager,3.2,2,44.6,149520.47
7.4,PhD,HR,2.2,2,42.1,111975.45
11.3,Bachelor's,Manager,2.8,2,35.8,140893.79
4.2,Master's,Software Engineer,2.2,2,27.4,105006.94
17.3,Bachelor's,Software Engineer,3.2,5,59.1,157293.04
5.5,Master's,Data Scientist,2.1,2,39.1,113115.77
4.9,Master's,HR,2.8,5,57.4,100854.74
9.9,PhD,Data Scientist,2.7,2,30.4,139997.23
10.2,PhD,Manager,3.5,0,24.3,150519.18
4.7,Bachelor's,Analyst,1.1,4,45.5,89112.41
5.8,Bachelor's,Software Engineer,3.4,1,54.1,97886.07
3.8,Master's,Analyst,3.4,1,46.5,94060.82
14.5,Master's,Data Scientist,2.6,1,49.7,152972.47
15.5,Bachelor's,Data Scientist,2.0,5,44.3,153876.87
9.5,Bachelor's,Software Engineer,4.4,2,49.9,124019.37
14.4,Master's,Data Scientist,2.4,1,33.8,152157.08
14.9,Bachelor's,Analyst,2.2,5,35.6,134139.08
3.2,PhD,Data Scientist,2.9,0,51.2,114929.2
19.3,Master's,Analyst,2.1,2,52.1,162194.38
16.5,Master's,Manager,4.3,2,23.3,177341.86
4.5,Bachelor's,HR,3.3,0,20.7,76765.03
4.1,Bachelor's,Software Engineer,4.0,4,46.7,103044.55
3.0,Master's,Data Scientist,4.0,0,23.4,101419.84
3.2,PhD,Software Engineer,4.2,0,26.9,113518.5
15.1,Bachelor's,Data Scientist,4.5,0,27.9,145559.83
9.7,Bachelor's,Manager,4.7,4,40.4,152841.59
15.8,Bachelor's,Analyst,2.5,5,28.0,134444.0
15.1,Master's,Software Engineer,2.8,1,27.2,147758.81
12.3,Master's,Manager,1.2,0,20.4,136324.9
13.9,Bachelor's,Manager,4.7,2,50.7,160928.77
0.9,Bachelor's,HR,3.3,1,25.4,65704.0
6.6,Master's,Manager,3.8,1,42.8,129216.41
12.9,Bachelor's,HR,2.7,5,32.0,126864.55
0.7,Master's,Manager,2.9,3,27.3,102558.78
1.1,Master's,Analyst,3.2,0,33.9,72279.96
17.1,Master's,Manager,4.2,1,30.3,175874.18
13.8,Master's,Analyst,3.5,2,37.3,141688.42
5.7,PhD,Data Scientist,4.2,4,47.6,133739.14
13.9,PhD,Manager,1.9,4,22.0,176035.86
16.0,Bachelor's,Manager,1.8,5,27.3,158484.37
6.5,Bachelor's,Data Scientist,1.8,1,23.2,101242.23
1.2,Master's,HR,1.0,4,58.7,74101.71
18.7,Bachelor's,Analyst,1.7,3,43.0,151872.36
7.2,PhD,Data Scientist,1.5,4,52.8,128234.68
2.6,Bachelor's,Data Scientist,2.8,4,30.7,85392.81
10.1,PhD,Software Engineer,1.5,4,55.8,140706.5
15.5,Master's,Data Scientist,2.7,2,45.2,160374.44
4.8,Master's,HR,5.0,3,36.2,94061.71
5.8,Bachelor's,HR,3.0,3,44.0,91617.14
5.2,PhD,HR,4.7,4,25.1,113700.04
19.8,Bachelor's,Analyst,3.8,1,32.5,153985.42
4.3,Bachelor's,Analyst,4.6,5,41.6,93542.57
11.7,Bachelor's,Manager,3.5,5,45.6,157369.6
18.5,PhD,Data Scientist,4.2,2,28.7,182239.0
3.4,Bachelor's,HR,2.2,1,59.7,78564.32
19.4,Master's,Data Scientist,2.5,0,53.3,174799.01
19.0,Master's,Manager,4.8,2,43.2,194671.68
17.7,PhD,Manager,2.1,5,58.9,199435.29
4.7,Master's,HR,2.7,4,40.5,95978.1
12.9,Master's,Data Scientist,3.6,2,57.9,147985.79
15.3,Master's,Manager,2.6,2,50.1,174624.15
19.7,Master's,Software Engineer,1.1,1,28.7,157068.3
4.0,Bachelor's,Analyst,4.2,5,36.2,95092.19
15.4,Bachelor's,Data Scientist,2.3,0,30.5,145256.06
7.1,Bachelor's,HR,1.9,2,48.9,90241.79
3.9,Bachelor's,Manager,3.0,0,50.7,110042.02
8.7,Bachelor's,Manager,1.0,0,47.4,117672.99
16.0,Master's,Manager,4.5,1,41.8,172274.3
9.6,PhD,Analyst,2.0,5,36.1,132130.4
11.0,Bachelor's,Data Scientist,4.7,5,59.4,143995.32
19.9,Master's,Manager,3.7,1,21.1,194193.96
8.3,Master's,Analyst,3.2,4,25.0,113099.36
12.5,Bachelor's,Software Engineer,4.2,4,43.9,136637.96
7.6,Master's,Data Scientist,5.0,2,50.2,145305.9
8.2,PhD,HR,2.0,4,58.3,115864.62
14.1,Bachelor's,Data Scientist,2.4,5,39.6,147869.92
18.8,Master's,Manager,2.9,1,30.6,182799.8
11.1,Bachelor's,HR,3.2,4,54.5,120904.22
15.5,Bachelor's,Data Scientist,3.2,4,37.6,153121.79
2.2,Master's,HR,3.2,4,25.2,81045.66
4.6,Master's,Data Scientist,4.3,5,40.9,120833.16
10.3,Master's,Software Engineer,2.6,0,41.0,135852.83
0.9,Bachelor's,Software Engineer,1.0,4,29.2,77851.86
5.4,PhD,Software Engineer,4.5,1,25.7,118276.03
10.6,Bachelor's,Data Scientist,3.6,0,25.7,123325.95
0.8,Master's,HR,1.8,4,52.9,75955.0
5.7,Bachelor's,Software Engineer,1.1,4,40.0,94917.13
10.5,PhD,Analyst,2.3,1,49.5,125271.77
11.7,Master's,Analyst,1.5,2,58.5,124877.29
18.6,PhD,Software Engineer,4.6,1,51.7,182995.39
13.1,Bachelor's,Software Engineer,2.1,3,26.3,137365.58
8.6,Master's,Manager,3.8,1,36.8,141197.46
18.6,Master's,Analyst,3.6,2,39.8,156263.25
15.8,Master's,Analyst,3.9,1,48.1,149637.23
4.4,Master's,Software Engineer,3.1,0,58.6,109124.36
3.1,Bachelor's,Manager,3.9,0,31.4,106809.45
13.7,Bachelor's,HR,3.0,1,54.4,125324.13
11.4,Bachelor's,Manager,2.5,0,22.9,136740.58
15.9,PhD,Manager,4.4,2,54.9,190370.21
14.9,Master's,Analyst,2.8,3,47.8,145360.07
12.7,Bachelor's,Software Engineer,3.3,3,21.1,145593.37
19.7,PhD,Software Engineer,2.9,2,44.4,183272.98
10.9,Bachelor's,Software Engineer,4.1,4,57.3,130823.2
2.7,Bachelor's,Manager,3.2,4,37.3,105058.74
16.7,Bachelor's,Manager,2.9,3,24.7,164305.71
5.4,PhD,Data Scientist,2.0,0,59.5,116934.62
15.7,Master's,HR,4.6,0,36.7,146095.64
19.2,Bachelor's,Data Scientist,4.5,4,41.1,173930.89
14.1,Master's,HR,2.7,3,58.7,129887.77
12.1,Bachelor's,Data Scientist,3.6,1,43.4,137147.42
9.5,Bachelor's,Data Scientist,3.0,5,47.0,126901.15
7.6,Bachelor's,Data Scientist,1.7,1,48.4,115386.39
7.4,Bachelor's,Data Scientist,2.5,0,50.1,108028.77
12.9,PhD,Manager,4.4,2,52.0,174684.88
15.1,Master's,HR,4.2,5,23.0,146129.83
13.7,Bachelor's,Data Scientist,1.4,4,57.4,142553.72
4.4,Bachelor's,Data Scientist,1.3,0,41.8,88931.38
10.1,Bachelor's,Software Engineer,4.4,5,41.4,127839.53
15.9,Bachelor's,Manager,4.6,2,53.4,176130.39
9.8,Master's,Analyst,2.2,2,32.3,114121.19
11.0,Bachelor's,Software Engineer,2.4,4,46.2,123332.06
15.5,Master's,Analyst,2.3,2,32.7,141332.25
13.4,Bachelor's,Data Scientist,1.5,2,50.4,138046.23
8.5,Bachelor's,HR,4.0,5,37.3,109508.44
18.0,PhD,Analyst,2.5,4,27.5,161113.22
3.7,Bachelor's,Analyst,4.3,5,56.4,102277.7
19.9,Bachelor's,Analyst,4.5,3,50.1,162653.4
2.8,Bachelor's,HR,4.7,5,20.6,87577.78
0.8,Bachelor's,Software Engineer,4.3,1,22.6,80481.96
17.9,Bachelor's,Manager,4.2,3,35.2,179058.97
5.3,Bachelor's,HR,2.8,1,51.2,88694.96
14.7,PhD,Software Engineer,1.1,1,31.0,151042.4
16.3,Master's,Data Scientist,1.4,4,59.6,160743.85
17.3,Master's,Software Engineer,3.1,3,56.8,172429.13
19.8,Bachelor's,Analyst,2.4,5,54.6,169598.6
6.2,Master's,Software Engineer,4.3,4,20.4,118072.86
14.3,Bachelor's,Software Engineer,3.3,5,58.6,150346.78
2.8,Bachelor's,Data Scientist,1.4,3,43.7,92072.59
8.4,Bachelor's,Data Scientist,2.9,2,43.7,113849.12
17.0,Bachelor's,Software Engineer,4.3,5,23.9,163536.17
7.7,Bachelor's,HR,4.5,0,44.4,94313.67
12.0,Bachelor's,Data Scientist,1.7,3,41.1,138652.68
10.3,Bachelor's,Analyst,1.4,3,41.7,110134.92
13.1,Bachelor's,HR,2.5,2,27.7,121358.96
19.5,Bachelor's,Software Engineer,1.3,2,41.7,151502.5
1.6,Bachelor's,Analyst,3.9,1,22.9,75444.97
11.7,Bachelor's,Analyst,2.8,0,20.9,112385.75
17.3,Bachelor's,HR,1.8,0,28.5,128850.1
9.9,Bachelor's,Software Engineer,1.4,0,52.1,119456.58
2.0,Bachelor's,Analyst,4.7,5,44.1,89881.33
11.4,Bachelor's,Data Scientist,1.2,3,55.8,131871.14
7.0,Master's,Data Scientist,1.4,3,35.6,109360.44
3.5,Bachelor's,HR,1.9,4,34.0,73917.71
17.1,Bachelor's,Data Scientist,1.4,1,48.0,156575.06
10.7,Bachelor's,Manager,3.6,2,36.3,138504.84
18.7,Bachelor's,Software Engineer,1.9,2,35.2,157054.54
16.2,Bachelor's,Analyst,2.9,2,38.6,141374.3
14.0,PhD,Analyst,4.4,4,24.6,159351.93
0.6,Master's,HR,4.3,4,28.1,80257.6
8.8,Bachelor's,HR,1.6,3,44.1,94833.56
4.4,Master's,Analyst,1.4,4,44.3,99509.49
18.3,Bachelor's,Data Scientist,3.7,4,43.6,169057.86
3.9,Bachelor's,HR,1.8,2,28.0,74509.9
6.1,Master's,Manager,4.1,5,37.4,134222.09
10.6,Bachelor's,HR,2.7,5,56.8,110813.37
5.6,Bachelor's,Data Scientist,1.6,4,54.4,102683.3
4.6,Master's,Software Engineer,4.9,1,42.3,118494.87
12.2,Master's,Manager,1.2,4,56.0,156141.21
2.2,PhD,HR,1.5,5,47.0,94957.09
1.6,Master's,Software Engineer,4.2,5,36.5,109948.71
7.8,Master's,Software Engineer,2.8,0,51.1,123864.56
14.6,Bachelor's,Analyst,4.8,4,32.1,147516.74
11.3,Bachelor's,Data Scientist,1.5,3,54.2,127232.38
8.7,Master's,Analyst,1.6,1,33.2,107907.92
11.5,PhD,Data Scientist,1.0,4,51.8,148054.97
7.6,Bachelor's,Software Engineer,1.9,3,31.3,102341.76
18.8,PhD,HR,3.6,5,56.7,173607.86
1.6,Bachelor's,Data Scientist,3.9,1,27.4,84843.27
13.6,Bachelor's,Data Scientist,2.7,4,48.8,144062.14
17.9,Bachelor's,Software Engineer,2.0,1,36.3,151660.52
16.2,Bachelor's,Manager,3.9,5,20.7,169482.94
4.1,Master's,Software Engineer,1.7,5,33.3,107460.51
6.3,Bachelor's,Software Engineer,4.1,0,28.1,105580.22
14.5,PhD,Data Scientist,4.1,2,42.2,178858.97
2.1,Master's,Software Engineer,2.8,4,30.4,104780.94
16.3,Bachelor's,Analyst,1.8,1,22.9,128756.22
14.5,Master's,Software Engineer,3.5,3,58.1,159633.71
14.7,Bachelor's,HR,4.4,0,53.8,132391.27
2.5,Master's,Software Engineer,3.1,2,21.8,90386.94
14.5,Bachelor's,Software Engineer,2.8,3,30.9,144397.16
13.8,Bachelor's,HR,4.9,0,45.2,131593.93
16.7,Master's,Manager,3.1,4,32.9,181396.92
1.3,PhD,Manager,1.1,3,31.3,114212.29
1.0,Master's,Manager,3.0,1,43.8,102771.21
7.8,Master's,Analyst,2.8,5,27.8,118206.16
3.4,Master's,HR,2.2,0,45.9,87223.26
11.4,Bachelor's,Analyst,2.3,0,23.6,100472.32
18.4,Master's,Analyst,4.7,4,33.0,165108.89
8.1,Bachelor's,Analyst,1.5,0,24.6,93618.07
17.0,Bachelor's,HR,4.1,2,31.9,151699.31
0.5,Bachelor's,Data Scientist,4.6,1,47.3,90364.61
3.8,Bachelor's,Data Scientist,2.0,5,50.6,103079.13
1.1,Bachelor's,Manager,1.3,4,25.8,89647.66
6.9,Bachelor's,Analyst,2.2,2,49.8,96403.22
18.2,Bachelor's,Manager,2.7,4,23.4,178198.25
2.4,Master's,Analyst,4.8,4,28.7,94787.3
12.3,Master's,Manager,2.7,1,40.0,160281.21
9.3,Master's,Software Engineer,1.4,0,58.9,122681.91
18.8,Bachelor's,HR,1.6,4,58.9,149646.13
2.9,Master's,Analyst,2.4,3,39.1,81555.95
4.6,Bachelor's,Analyst,1.7,1,52.2,81301.17
1.1,Master's,Analyst,1.2,1,42.1,72858.77
9.0,Bachelor's,HR,1.7,3,50.1,100794.43
5.9,Master's,Software Engineer,1.4,1,46.1,106748.47
17.5,Bachelor's,Data Scientist,1.8,4,47.9,160028.64
12.3,Master's,HR,5.0,2,37.6,138396.81
12.5,PhD,Software Engineer,2.8,0,53.3,149914.53
10.9,Master's,Manager,3.6,5,37.8,159323.7
2.3,Bachelor's,Analyst,1.7,2,48.2,74121.58
9.2,Bachelor's,Analyst,4.4,1,54.8,113026.09
20.0,PhD,Data Scientist,2.1,3,46.2,199665.04
16.8,Bachelor's,Manager,4.9,1,40.4,174826.54
17.9,PhD,Software Engineer,4.3,1,41.1,179846.89
16.6,Bachelor's,Manager,4.8,1,48.4,175188.77
2.5,PhD,Manager,3.7,5,23.7,128793.09
4.9,PhD,Data Scientist,3.6,0,45.5,123391.88
0.6,Master's,Software Engineer,4.4,1,35.0,87686.7
6.4,Bachelor's,Data Scientist,3.9,1,25.4,107511.1
2.6,Bachelor's,Software Engineer,3.4,5,56.5,85049.31
9.7,PhD,HR,2.4,1,39.9,119042.84
13.7,PhD,HR,1.9,3,38.3,143095.55
17.6,Bachelor's,Analyst,4.1,4,41.7,154079.72
15.1,Bachelor's,Data Scientist,2.5,5,44.9,152114.38
18.8,Master's,HR,1.2,1,27.8,147778.44
1.6,Master's,Manager,2.9,1,45.0,111714.73
0.7,Master's,Manager,3.6,5,34.1,110589.26
13.4,Master's,HR,1.1,1,48.6,124337.74
6.1,PhD,Data Scientist,3.8,0,50.9,129998.25
5.4,Bachelor's,Analyst,1.9,3,20.3,80967.7
7.0,Bachelor's,Manager,1.9,2,48.7,124132.61
5.8,Bachelor's,Analyst,3.3,5,34.1,105282.27
10.5,PhD,Manager,2.3,4,32.1,152674.98
9.1,Bachelor's,Software Engineer,2.8,1,34.9,112065.12
10.5,Bachelor's,HR,3.1,2,43.0,110941.68
13.6,Bachelor's,Data Scientist,4.7,2,24.6,144349.15
8.0,Bachelor's,Manager,1.8,0,47.9,124394.86
5.4,Master's,HR,2.9,0,37.8,88557.29
3.7,Master's,Analyst,4.1,5,26.4,90521.41
7.3,Master's,Data Scientist,1.8,2,40.4,123993.27
15.0,Bachelor's,Data Scientist,1.3,1,43.0,145228.29
15.3,PhD,HR,1.1,4,33.9,148910.02
13.5,Bachelor's,HR,1.4,1,56.0,126201.43
5.1,Master's,HR,2.1,3,47.9,92465.93
12.0,Bachelor's,Software Engineer,2.6,3,46.5,139318.96
11.6,Bachelor's,Software Engineer,3.4,3,22.1,134105.22
9.9,Bachelor's,Data Scientist,1.8,5,40.1,125189.63
11.2,Master's,HR,2.1,5,54.0,121392.49
10.1,Master's,Software Engineer,3.8,1,46.7,130672.81
11.5,Bachelor's,Data Scientist,4.6,0,29.3,136446.08
14.5,Bachelor's,Manager,1.5,5,54.4,154671.06
2.6,PhD,HR,2.9,2,34.8,92737.06
15.1,Bachelor's,Software Engineer,2.2,2,56.6,144102.04
3.1,Bachelor's,Data Scientist,3.1,5,40.5,101439.93
1.8,Bachelor's,HR,1.5,1,51.5,68817.58
19.5,Master's,Data Scientist,2.1,1,44.5,177124.38
19.2,Bachelor's,Manager,3.8,4,31.7,185521.03
1.7,PhD,Data Scientist,4.3,3,46.2,124129.24
9.1,Bachelor's,Data Scientist,3.5,1,20.4,111115.83
4.1,Bachelor's,Manager,4.8,4,53.4,123040.46
10.0,Bachelor's,Analyst,3.6,4,58.6,120147.44
16.7,Master's,HR,4.0,5,28.3,152355.14
19.0,Bachelor's,Manager,2.4,0,55.3,166757.85
12.9,Master's,Manager,1.7,5,26.7,157706.87
7.4,Bachelor's,HR,3.6,3,39.7,96318.8
12.3,Bachelor's,Data Scientist,4.7,2,31.7,143956.72
6.6,PhD,Software Engineer,4.9,1,27.7,139165.55
18.2,Master's,HR,2.8,0,50.2,147338.42
17.5,Bachelor's,Manager,3.2,0,52.3,171868.72
11.4,Master's,Data Scientist,2.2,4,53.5,138543.12
6.8,Master's,Analyst,3.7,5,20.3,110702.22
6.2,Bachelor's,Data Scientist,4.1,5,53.9,124328.3
1.2,Bachelor's,Software Engineer,1.2,2,22.1,73955.16
16.4,Bachelor's,Data Scientist,4.4,0,37.9,162232.23
9.3,Bachelor's,Software Engineer,3.1,3,27.0,120277.85
6.8,Master's,Analyst,3.3,0,56.3,101424.1
9.7,Bachelor's,Analyst,1.8,4,43.1,117088.11
16.5,Bachelor's,Data Scientist,1.0,0,38.7,139564.36
2.9,Bachelor's,HR,4.8,4,37.8,90803.17
17.2,PhD,HR,4.7,0,36.2,163806.42
18.0,Master's,HR,4.1,3,39.0,159110.92
19.0,Bachelor's,Analyst,2.9,1,42.6,157565.18
8.3,Bachelor's,Software Engineer,2.3,1,52.7,114773.11
4.7,Bachelor's,Manager,1.6,0,29.5,106551.24
7.8,Master's,Data Scientist,1.3,2,52.2,123866.25
7.0,Bachelor's,Software Engineer,2.8,5,53.2,111936.45
3.9,PhD,Manager,4.2,1,54.1,130396.27
12.3,Bachelor's,Analyst,3.9,0,57.7,133974.49
9.8,Master's,Manager,4.0,1,58.3,157360.8
17.4,Master's,Analyst,1.5,4,24.3,148909.62
1.1,Master's,Analyst,4.5,0,55.1,84240.98
13.1,Bachelor's,Software Engineer,4.2,0,53.8,145837.76
15.4,Master's,HR,1.4,1,35.1,136510.99
15.3,Bachelor's,HR,2.4,3,47.7,135619.93
17.8,Bachelor's,Software Engineer,2.5,5,57.1,168071.68
14.7,PhD,Data Scientist,3.9,0,23.7,169360.32
18.6,PhD,Analyst,4.4,0,34.2,178791.14
7.0,Master's,Data Scientist,2.5,3,59.0,129952.39
10.3,Bachelor's,Analyst,1.5,3,41.9,104204.64
0.8,Master's,Analyst,1.3,3,23.7,71050.03
0.6,Bachelor's,HR,3.6,5,58.4,76500.25
5.2,Bachelor's,HR,3.0,2,56.1,89469.94
2.5,Master's,Analyst,4.6,2,52.3,99051.14
5.6,Bachelor's,HR,4.8,5,51.7,100014.02
4.0,PhD,HR,4.6,3,39.4,100684.5
1.1,Bachelor's,Manager,1.3,2,55.0,94692.85
18.2,Bachelor's,Manager,2.1,3,32.2,162984.04
0.7,Master's,Analyst,2.0,4,34.3,71205.47
14.9,Master's,HR,1.3,5,28.6,136951.92
3.5,Bachelor's,Manager,4.7,4,36.1,111718.96
18.3,Bachelor's,Data Scientist,4.6,0,29.3,162615.19
17.9,Master's,Analyst,2.6,5,33.6,160862.82
13.3,Bachelor's,Analyst,4.8,0,47.6,128973.84
13.6,Bachelor's,Data Scientist,3.3,3,37.2,146350.84
0.6,Master's,Analyst,2.7,3,50.7,86587.23
19.7,Bachelor's,HR,3.2,2,39.2,147327.09
17.6,PhD,Manager,2.7,0,25.6,181541.58
18.0,Master's,Software Engineer,2.2,2,49.7,169181.73
13.4,PhD,Manager,1.7,1,22.6,160529.07
7.2,Bachelor's,Data Scientist,2.8,3,57.7,120756.92
17.9,PhD,Software Engineer,3.1,0,53.6,179180.23
6.2,Bachelor's,HR,4.3,0,58.5,93333.79
11.5,Bachelor's,HR,2.9,2,29.9,116191.86
2.4,Bachelor's,Manager,4.3,4,39.2,104892.42
18.5,Bachelor's,Analyst,4.8,3,27.7,157534.19
3.2,Bachelor's,Analyst,3.9,3,36.9,76468.96
4.9,Master's,Data Scientist,1.5,3,29.7,108114.24
11.4,Bachelor's,Analyst,2.8,4,54.1,123162.16
15.4,Bachelor's,HR,4.4,5,24.9,132359.32
12.6,Master's,Software Engineer,3.0,3,29.0,148637.22
5.0,Bachelor's,Manager,4.2,4,30.6,114935.39
0.5,Master's,Manager,4.1,4,49.5,111149.53
15.3,Master's,Manager,1.6,2,45.2,171211.74
19.7,PhD,Analyst,2.3,3,25.5,172203.34
16.3,Bachelor's,Software Engineer,4.1,4,44.2,155992.16
9.5,PhD,Analyst,1.6,4,53.9,127734.61
18.1,Master's,Analyst,2.7,2,38.1,156604.52
8.5,PhD,HR,1.5,3,44.5,115342.09
10.7,Bachelor's,HR,1.9,1,41.3,105023.43
9.8,Master's,Analyst,2.1,5,34.3,118223.19
9.2,Master's,Data Scientist,3.1,4,20.1,135816.97
15.6,Bachelor's,Data Scientist,4.6,0,27.5,149271.98
10.8,Master's,Data Scientist,2.5,5,57.9,140466.88
6.7,Master's,Analyst,4.4,2,34.2,121658.9
5.5,Master's,Software Engineer,3.8,5,31.9,120937.03
1.2,Bachelor's,Data Scientist,4.1,2,44.6,88978.14
11.9,Master's,HR,4.0,2,56.2,128252.83
5.0,Bachelor's,Manager,2.2,3,32.1,113869.48
3.4,Master's,Manager,1.9,1,28.9,106646.27
13.2,Bachelor's,Analyst,4.9,0,56.1,136926.64
13.8,Bachelor's,Manager,4.0,5,50.9,165855.39
15.2,Bachelor's,Analyst,2.5,5,48.1,140431.09
10.3,Master's,Manager,3.2,5,42.3,154268.45
17.9,PhD,Software Engineer,4.1,2,37.0,186145.16
18.8,Bachelor's,Software Engineer,1.2,4,45.5,158098.58
16.2,Bachelor's,Software Engineer,1.4,1,28.7,140603.87
